1	0
1.034899497	0.000609173
1.069756474	0.00243595
1.104528463	0.005478105
1.139173101	0.009731931
1.173648178	0.015192247
1.207911691	0.021852399
1.241921896	0.029704274
1.275637356	0.038738304
1.309016994	0.048943484
1.342020143	0.060307379
1.374606593	0.072816145
1.406736643	0.086454542
1.438371147	0.101205954
1.469471563	0.117052407
1.5	0.133974596
1.529919264	0.151951904
1.559192903	0.170962427
1.587785252	0.190983006
1.615661475	0.211989246
1.64278761	0.233955557
1.669130606	0.256855175
1.69465837	0.2806602
1.7193398	0.30534163
1.743144825	0.330869394
1.766044443	0.35721239
1.788010754	0.384338525
1.809016994	0.412214748
1.829037573	0.440807097
1.848048096	0.470080736
1.866025404	0.5
1.882947593	0.530528437
1.898794046	0.561628853
1.913545458	0.593263357
1.927183855	0.625393407
1.939692621	0.657979857
1.951056516	0.690983006
1.961261696	0.724362644
1.970295726	0.758078104
1.978147601	0.792088309
1.984807753	0.826351822
1.990268069	0.860826899
1.994521895	0.895471537
1.99756405	0.930243526
1.999390827	0.965100503
2	1
1.999390827	1.034899497
1.99756405	1.069756474
1.994521895	1.104528463
1.990268069	1.139173101
1.984807753	1.173648178
1.978147601	1.207911691
1.970295726	1.241921896
1.961261696	1.275637356
1.951056516	1.309016994
1.939692621	1.342020143
1.927183855	1.374606593
1.913545458	1.406736643
1.898794046	1.438371147
1.882947593	1.469471563
1.866025404	1.5
1.848048096	1.529919264
1.829037573	1.559192903
1.809016994	1.587785252
1.788010754	1.615661475
1.766044443	1.64278761
1.743144825	1.669130606
1.7193398	1.69465837
1.69465837	1.7193398
1.669130606	1.743144825
1.64278761	1.766044443
1.615661475	1.788010754
1.587785252	1.809016994
1.559192903	1.829037573
1.529919264	1.848048096
1.5	1.866025404
1.469471563	1.882947593
1.438371147	1.898794046
1.406736643	1.913545458
1.374606593	1.927183855
1.342020143	1.939692621
1.309016994	1.951056516
1.275637356	1.961261696
1.241921896	1.970295726
1.207911691	1.978147601
1.173648178	1.984807753
1.139173101	1.990268069
1.104528463	1.994521895
1.069756474	1.99756405
1.034899497	1.999390827
1	2
0.965100503	1.999390827
0.930243526	1.99756405
0.895471537	1.994521895
0.860826899	1.990268069
0.826351822	1.984807753
0.792088309	1.978147601
0.758078104	1.970295726
0.724362644	1.961261696
0.690983006	1.951056516
0.657979857	1.939692621
0.625393407	1.927183855
0.593263357	1.913545458
0.561628853	1.898794046
0.530528437	1.882947593
0.5	1.866025404
0.470080736	1.848048096
0.440807097	1.829037573
0.412214748	1.809016994
0.384338525	1.788010754
0.35721239	1.766044443
0.330869394	1.743144825
0.30534163	1.7193398
0.2806602	1.69465837
0.256855175	1.669130606
0.233955557	1.64278761
0.211989246	1.615661475
0.190983006	1.587785252
0.170962427	1.559192903
0.151951904	1.529919264
0.133974596	1.5
0.117052407	1.469471563
0.101205954	1.438371147
0.086454542	1.406736643
0.072816145	1.374606593
0.060307379	1.342020143
0.048943484	1.309016994
0.038738304	1.275637356
0.029704274	1.241921896
0.021852399	1.207911691
0.015192247	1.173648178
0.009731931	1.139173101
0.005478105	1.104528463
0.00243595	1.069756474
0.000609173	1.034899497
0	1
0.000609173	0.965100503
0.00243595	0.930243526
0.005478105	0.895471537
0.009731931	0.860826899
0.015192247	0.826351822
0.021852399	0.792088309
0.029704274	0.758078104
0.038738304	0.724362644
0.048943484	0.690983006
0.060307379	0.657979857
0.072816145	0.625393407
0.086454542	0.593263357
0.101205954	0.561628853
0.117052407	0.530528437
0.133974596	0.5
0.151951904	0.470080736
0.170962427	0.440807097
0.190983006	0.412214748
0.211989246	0.384338525
0.233955557	0.35721239
0.256855175	0.330869394
0.2806602	0.30534163
0.30534163	0.2806602
0.330869394	0.256855175
0.35721239	0.233955557
0.384338525	0.211989246
0.412214748	0.190983006
0.440807097	0.170962427
0.470080736	0.151951904
0.5	0.133974596
0.530528437	0.117052407
0.561628853	0.101205954
0.593263357	0.086454542
0.625393407	0.072816145
0.657979857	0.060307379
0.690983006	0.048943484
0.724362644	0.038738304
0.758078104	0.029704274
0.792088309	0.021852399
0.826351822	0.015192247
0.860826899	0.009731931
0.895471537	0.005478105
0.930243526	0.00243595
0.965100503	0.000609173
1	0
